id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
23_Hneg_root_FT_237.00736_7.417_HNEG	C7H10O7S	[M - H]-	C7H10O7S	Fatty acids	0.50132972	Fatty Acids and Conjugates	0.314509034	Dicarboxylic acids	0.37720421	Alkanesulfonic acids	0.884518206	Alkanesulfonic acids and derivatives	0.811873794	Organosulfonic acids and derivatives	0.829189003	Organic sulfonic acids and derivatives	0.829006016	Organic acids and derivatives	0.999969602	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT_237.00736_7.417_HNEG
24_Hneg_root_FT_293.12426_6.404_HNEG	C12H22O8	[M - H]-	C12H22O8	Fatty acids	0.616739571	Fatty acyl glycosides	0.798931241	Fatty acyl glycosides of mono- and disaccharides	0.801810801	Alkyl glycosides	0.584877491	Alkyl glycosides	0.584877491	Fatty acyl glycosides	0.671592951	Fatty Acyls	0.783179164	Lipids and lipid-like molecules	0.797536671	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_293.12426_6.404_HNEG
25_Hneg_root_FT_293.12432_5.982_HNEG	C12H22O8	[M - H]-	C12H22O8	Fatty acids	0.616739571	Fatty acyl glycosides	0.798931241	Fatty acyl glycosides of mono- and disaccharides	0.801810801	Alkyl glycosides	0.584877491	Alkyl glycosides	0.584877491	Fatty acyl glycosides	0.671592951	Fatty Acyls	0.783179164	Lipids and lipid-like molecules	0.797536671	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_293.12432_5.982_HNEG
26_Hneg_root_FT_154.96502_6.57_HNEG	C2H4O6S	[M - H]-	C2H4O6S	Amino acids and Peptides	0.34644413	Small peptides	0.589418352	Aminoacids	0.518675745	Sulfuric acid monoesters	0.725156486	Sulfuric acid monoesters	0.725156486	Sulfuric acid esters	0.767589152	Organic sulfuric acids and derivatives	0.908597887	Organic acids and derivatives	0.999995828	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Carbonyl compounds; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_154.96502_6.57_HNEG
27_Hneg_root_FT_117.01881_4.363_HNEG	C4H6O4	[M - H]-	C4H6O4	Fatty acids	0.663719058	Fatty Acids and Conjugates	0.769257843	Dicarboxylic acids	0.720590651	Dicarboxylic acids and derivatives	0.554599881			Dicarboxylic acids and derivatives	0.554599881	Carboxylic acids and derivatives	0.99208504	Organic acids and derivatives	0.997025907	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_117.01881_4.363_HNEG
28_Hneg_root_FT_89.02406_4.267_HNEG	C3H6O3	[M - H]-	C3H6O3	Fatty acids	0.775627553	Fatty Acids and Conjugates	0.839586139	Hydroxy fatty acids	0.922522306	Alpha hydroxy acids and derivatives	0.631717026			Alpha hydroxy acids and derivatives	0.631717026	Hydroxy acids and derivatives	0.827135146	Organic acids and derivatives	0.988131166	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_89.02406_4.267_HNEG
29_Hneg_root_FT_103.0396_4.275_HNEG	C4H8O3	[M - H]-	C4H8O3	Fatty acids	0.831205428	Fatty Acids and Conjugates	0.871512651	Hydroxy fatty acids	0.476010531	Carboxylic acids	0.974688292			Carboxylic acids	0.974688292	Carboxylic acids and derivatives	0.976227999	Organic acids and derivatives	0.988180399	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_103.0396_4.275_HNEG
30_Hneg_root_FT_367.1042_5.742_HNEG	C12H22N3O8S	[M - H]-	C12H22N3O8S	Carbohydrates	0.728307247	Nucleosides	0.66060549	Pyrimidine nucleos(t)ides	0.775190949	Glycosylamines	0.753936768	Glycosyl compounds	0.928003728	Carbohydrates and carbohydrate conjugates	0.982513726	Organooxygen compounds	0.999591053	Organic oxygen compounds	0.999776423	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioacetals; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Glycosylamines; Thioglycosides; Polyols; Sulfenyl compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_367.1042_5.742_HNEG
31_Hneg_root_FT_367.10413_6.408_HNEG	C12H22N3O8S	[M - H]-	C12H22N3O8S	Carbohydrates	0.728307247	Nucleosides	0.66060549	Pyrimidine nucleos(t)ides	0.775191128	Glycosylamines	0.753936768	Glycosyl compounds	0.928003848	Carbohydrates and carbohydrate conjugates	0.982513726	Organooxygen compounds	0.999591053	Organic oxygen compounds	0.999776423	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioacetals; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Glycosylamines; Thioglycosides; Polyols; Sulfenyl compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_367.10413_6.408_HNEG
32_Hneg_root_FT_341.10732_7.18_HNEG	C12H22O11	[M - H]-	C12H22O11	Carbohydrates	0.925174475	Saccharides	0.923018515	Disaccharides	0.991622388	Disaccharides	0.962871611	Disaccharides	0.962871611	Carbohydrates and carbohydrate conjugates	0.999987721	Organooxygen compounds	0.999996305	Organic oxygen compounds	0.999953628	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_341.10732_7.18_HNEG
33_Hneg_root_FT_401.12937_7.416_HNEG	C12H22O11	[M + C2H4O2 - H]-	C14H26O13	Carbohydrates	0.924721956	Saccharides	0.92588377	Disaccharides	0.99198544	C-glycosyl compounds	0.513575554	Glycosyl compounds	0.998256743	Carbohydrates and carbohydrate conjugates	0.999986291	Organooxygen compounds	0.999996543	Organic oxygen compounds	0.999956846	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hemiacetals; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_401.12937_7.416_HNEG
35_Hneg_root_FT_132.0296_7.268_HNEG	C4H7NO4	[M - H]-	C4H7NO4	Amino acids and Peptides	0.941458821	Small peptides	0.981225967	Aminoacids	0.921084762	L-alpha-amino acids	0.616713107	Amino acids and derivatives	0.999773443	"Amino acids, peptides, and analogues"	0.999778092	Carboxylic acids and derivatives	0.999994993	Organic acids and derivatives	0.999999762	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_132.0296_7.268_HNEG
36_Hneg_root_FT_182.99289_6.321_HNEG	C7H4O6	[M - H]-	C7H4O6	Polyketides	0.597255528	Cyclic polyketides	0.667282045	4-pyrone derivatives	0.654924452	Pyranones and derivatives	0.922661304			Pyranones and derivatives	0.922661304	Pyrans	0.904428303	Organoheterocyclic compounds	0.989082456	Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_182.99289_6.321_HNEG
37_Hneg_root_FT_182.99289_6.222_HNEG	C7H4O6	[M - H]-	C7H4O6	Polyketides	0.597255528	Cyclic polyketides	0.667282045	4-pyrone derivatives	0.654924452	Pyranones and derivatives	0.922661304			Pyranones and derivatives	0.922661304	Pyrans	0.904428303	Organoheterocyclic compounds	0.989082456	Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_182.99289_6.222_HNEG
38_Hneg_root_FT_182.99288_6.504_HNEG	C7H4O6	[M - H]-	C7H4O6	Polyketides	0.597255409	Cyclic polyketides	0.667281926	4-pyrone derivatives	0.654924393	Pyranones and derivatives	0.922661245			Pyranones and derivatives	0.922661245	Pyrans	0.904428244	Organoheterocyclic compounds	0.989082456	Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_182.99288_6.504_HNEG
39_Hneg_root_FT_113.02394_5.748_HNEG	C5H6O3	[M - H]-	C5H6O3	Polyketides	0.719627798	Cyclic polyketides	0.767098486	4-pyrone derivatives	0.929658473	Cyclic ketones	0.732657135	Ketones	0.578758597	Carbonyl compounds	0.651216149	Organooxygen compounds	0.999859691	Organic oxygen compounds	0.9997949	Organic compounds; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Aromatic alcohols; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_113.02394_5.748_HNEG
40_Hneg_root_FT_366.1078_5.744_HNEG	C11H21N5O7S	[M - H]-	C11H21N5O7S	Carbohydrates	0.745789349	Nucleosides	0.768992662	Pyrimidine nucleos(t)ides	0.783326328	Purine nucleosides	0.678658128					Purine nucleosides	0.678658128	"Nucleosides, nucleotides, and analogues"	0.673371434	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Imidazolines; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Thioureas; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Purinethiones; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Imidazolethiones; Amines; Primary amines; Azolines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_366.1078_5.744_HNEG
41_Hneg_root_FT_139.00305_6.303_HNEG	C6H4O4	[M - H]-	C6H4O4	Polyketides	0.534840763	Cyclic polyketides	0.62152189	4-pyrone derivatives	0.70444423	Alpha-keto acids and derivatives	0.618756235			Alpha-keto acids and derivatives	0.618756235	Keto acids and derivatives	0.543157279	Organic acids and derivatives	0.997963667	Organic compounds; Organoheterocyclic compounds; Furans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha-hydroxy ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_139.00305_6.303_HNEG
42_Hneg_root_FT_139.00306_6.499_HNEG	C6H4O4	[M - H]-	C6H4O4	Polyketides	0.534840763	Cyclic polyketides	0.62152189	4-pyrone derivatives	0.704444408	Alpha-keto acids and derivatives	0.618756294			Alpha-keto acids and derivatives	0.618756294	Keto acids and derivatives	0.54315722	Organic acids and derivatives	0.997963667	Organic compounds; Organoheterocyclic compounds; Furans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha-hydroxy ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_139.00306_6.499_HNEG
43_Hneg_root_FT_139.00303_6.509_HNEG	C6H4O4	[M - H]-	C6H4O4	Polyketides	0.534840763	Cyclic polyketides	0.62152189	4-pyrone derivatives	0.704444408	Alpha-keto acids and derivatives	0.618756294			Alpha-keto acids and derivatives	0.618756294	Keto acids and derivatives	0.54315722	Organic acids and derivatives	0.997963667	Organic compounds; Organoheterocyclic compounds; Furans; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha-hydroxy ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_139.00303_6.509_HNEG
44_Hneg_root_FT_146.04515_7.198_HNEG	C5H9NO4	[M - H]-	C5H9NO4	Amino acids and Peptides	0.920663714	Small peptides	0.963347793	Aminoacids	0.840973258	Alpha amino acids	0.876140237	Amino acids and derivatives	0.999434769	"Amino acids, peptides, and analogues"	0.999454319	Carboxylic acids and derivatives	0.999956965	Organic acids and derivatives	0.99999547	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_146.04515_7.198_HNEG
45_Hneg_root_FT_89.02403_5.76_HNEG	C3H6O3	[M - H]-	C3H6O3	Carbohydrates	0.709127784	Saccharides	0.829653978	Monosaccharides	0.784596443	Monosaccharides	0.942132652	Monosaccharides	0.942132652	Carbohydrates and carbohydrate conjugates	0.921822131	Organooxygen compounds	0.999999166	Organic oxygen compounds	0.999997139	Organic compounds; Carbohydrates and carbohydrate conjugates; Aldehydes; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_89.02403_5.76_HNEG
46_Hneg_root_FT_101.02395_6.426_HNEG	C4H8O4	[M - H2O - H]-	C4H6O3	Carbohydrates	0.825846195	Saccharides	0.930473268	Monosaccharides	0.865259409	Monosaccharides	0.946837723	Monosaccharides	0.946837723	Carbohydrates and carbohydrate conjugates	0.953252614	Organooxygen compounds	0.999996543	Organic oxygen compounds	0.999991894	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_101.02395_6.426_HNEG
47_Hneg_root_FT_119.03439_4.415_HNEG	C4H8O4	[M - H]-	C4H8O4	Carbohydrates	0.841996312	Saccharides	0.938113093	Monosaccharides	0.870777607	Monosaccharides	0.955459893	Monosaccharides	0.955459893	Carbohydrates and carbohydrate conjugates	0.962903798	Organooxygen compounds	0.999995947	Organic oxygen compounds	0.999991417	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_119.03439_4.415_HNEG
48_Hneg_root_FT_119.0344_4.275_HNEG	C4H8O4	[M - H]-	C4H8O4	Carbohydrates	0.841996133	Saccharides	0.938112855	Monosaccharides	0.870777667	Monosaccharides	0.955459654	Monosaccharides	0.955459654	Carbohydrates and carbohydrate conjugates	0.96290344	Organooxygen compounds	0.999995947	Organic oxygen compounds	0.999991417	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_119.0344_4.275_HNEG
